gene_id	gene_start	gene_end	query_id
ATCC8482_final|contig00001|1_22	24058	25227	GT4
ATCC8482_final|contig00002|2_2	2320	3489	GT4
ATCC8482_final|contig00002|2_139	143603	145411	GT41
ATCC8482_final|contig00002|2_170	180656	182506	GH13_10
ATCC8482_final|contig00002|2_170	180656	182506	GH13_11
ATCC8482_final|contig00002|2_170	180656	182506	GH13_9
ATCC8482_final|contig00002|2_170	180656	182506	GH13_47
ATCC8482_final|contig00002|2_188	207540	210716	GH2
ATCC8482_final|contig00002|2_249	274261	275559	GH105
ATCC8482_final|contig00002|2_287	321315	323771	GH95
ATCC8482_final|contig00002|2_309	355970	357853	CBM32
ATCC8482_final|contig00002|2_309	355970	357853	GH29
ATCC8482_final|contig00002|2_360	415271	417250	GH20
ATCC8482_final|contig00002|2_405	474213	476651	GH2
ATCC8482_final|contig00002|2_423	502781	506137	GH127
ATCC8482_final|contig00002|2_423	502781	506137	GH146
ATCC8482_final|contig00002|2_426	511002	513437	GH146
ATCC8482_final|contig00002|2_433	524805	527528	GH97
ATCC8482_final|contig00002|2_434	527565	529967	CBM32
ATCC8482_final|contig00002|2_434	527565	529967	GH43
ATCC8482_final|contig00002|2_434	527565	529967	GH43_10
ATCC8482_final|contig00002|2_434	527565	529967	GH43_11
ATCC8482_final|contig00002|2_434	527565	529967	GH43_12
ATCC8482_final|contig00002|2_434	527565	529967	GH43_22
ATCC8482_final|contig00002|2_434	527565	529967	GH43_26
ATCC8482_final|contig00002|2_434	527565	529967	GH43_29
ATCC8482_final|contig00002|2_434	527565	529967	GH43_30
ATCC8482_final|contig00002|2_434	527565	529967	GH43_34
ATCC8482_final|contig00002|2_434	527565	529967	GH43_5
ATCC8482_final|contig00002|2_434	527565	529967	GH43_16
ATCC8482_final|contig00002|2_434	527565	529967	GH43_18
ATCC8482_final|contig00002|2_434	527565	529967	GH43_19
ATCC8482_final|contig00002|2_434	527565	529967	GH43_1
ATCC8482_final|contig00002|2_434	527565	529967	GH43_2
ATCC8482_final|contig00002|2_434	527565	529967	GH43_31
ATCC8482_final|contig00002|2_434	527565	529967	GH43_32
ATCC8482_final|contig00002|2_434	527565	529967	GH43_33
ATCC8482_final|contig00002|2_434	527565	529967	GH43_37
ATCC8482_final|contig00002|2_434	527565	529967	GH43_3
ATCC8482_final|contig00002|2_434	527565	529967	GH43_4
ATCC8482_final|contig00002|2_434	527565	529967	GH43_8
ATCC8482_final|contig00002|2_434	527565	529967	GH43_9
ATCC8482_final|contig00002|2_435	530038	532443	GH146
ATCC8482_final|contig00002|2_441	543216	545357	CE8
ATCC8482_final|contig00002|2_453	557890	558501	CE4
ATCC8482_final|contig00002|2_486	598666	599631	GT2_Glycos_transf_2
ATCC8482_final|contig00002|2_488	601868	602857	GT2_Glycos_transf_2
ATCC8482_final|contig00002|2_492	608335	609513	GT4
ATCC8482_final|contig00002|2_495	611542	612441	GT2_Glycos_transf_2
ATCC8482_final|contig00002|2_495	611542	612441	GT2_Glyco_tranf_2_3
ATCC8482_final|contig00002|2_516	636192	637577	GH29
ATCC8482_final|contig00002|2_534	666707	667900	GT2_Glycos_transf_2
ATCC8482_final|contig00002|2_555	686469	688328	GH43
ATCC8482_final|contig00002|2_555	686469	688328	GH43_30
ATCC8482_final|contig00002|2_555	686469	688328	GH43_34
ATCC8482_final|contig00002|2_555	686469	688328	GH43_5
ATCC8482_final|contig00002|2_555	686469	688328	GH43_6
ATCC8482_final|contig00002|2_555	686469	688328	GH43_31
ATCC8482_final|contig00002|2_555	686469	688328	GH43_32
ATCC8482_final|contig00002|2_555	686469	688328	GH43_3
ATCC8482_final|contig00002|2_559	695648	697576	GH97
ATCC8482_final|contig00002|2_561	702215	703750	GH43
ATCC8482_final|contig00002|2_561	702215	703750	GH43_10
ATCC8482_final|contig00002|2_561	702215	703750	GH43_12
ATCC8482_final|contig00002|2_561	702215	703750	GH43_22
ATCC8482_final|contig00002|2_561	702215	703750	GH43_24
ATCC8482_final|contig00002|2_561	702215	703750	GH43_29
ATCC8482_final|contig00002|2_561	702215	703750	GH43_30
ATCC8482_final|contig00002|2_561	702215	703750	GH43_34
ATCC8482_final|contig00002|2_561	702215	703750	GH43_16
ATCC8482_final|contig00002|2_561	702215	703750	GH43_17
ATCC8482_final|contig00002|2_561	702215	703750	GH43_19
ATCC8482_final|contig00002|2_561	702215	703750	GH43_31
ATCC8482_final|contig00002|2_561	702215	703750	GH43_32
ATCC8482_final|contig00002|2_561	702215	703750	GH43_33
ATCC8482_final|contig00002|2_561	702215	703750	GH43_3
ATCC8482_final|contig00002|2_561	702215	703750	GH43_8
ATCC8482_final|contig00002|2_561	702215	703750	GH43_9
ATCC8482_final|contig00002|2_566	709965	713306	GH2
ATCC8482_final|contig00002|2_611	773038	774684	GH109
ATCC8482_final|contig00002|2_672	830648	831394	GT2_Glycos_transf_2
ATCC8482_final|contig00002|2_673	831387	832649	GT4
ATCC8482_final|contig00002|2_673	831387	832649	GT5
ATCC8482_final|contig00002|2_718	882124	883689	GH30
ATCC8482_final|contig00002|2_718	882124	883689	GH30_3
ATCC8482_final|contig00002|2_718	882124	883689	GH30_10
ATCC8482_final|contig00002|2_718	882124	883689	GH30_12
ATCC8482_final|contig00002|2_718	882124	883689	GH30_8
ATCC8482_final|contig00002|2_719	883702	885300	GH30
ATCC8482_final|contig00002|2_719	883702	885300	GH30_3
ATCC8482_final|contig00002|2_719	883702	885300	GH30_6
ATCC8482_final|contig00002|2_719	883702	885300	GH30_7
ATCC8482_final|contig00002|2_803	971279	973495	GH92
ATCC8482_final|contig00002|2_804	973530	975812	GH92
ATCC8482_final|contig00002|2_805	975932	978334	GH95
ATCC8482_final|contig00002|2_806	978405	981167	GH92
ATCC8482_final|contig00002|2_809	986122	987699	GH97
ATCC8482_final|contig00002|2_810	987703	988107	GH97
ATCC8482_final|contig00002|2_816	1000359	1003301	GH2
ATCC8482_final|contig00002|2_817	1003313	1005586	GH3
ATCC8482_final|contig00002|2_827	1023506	1024543	CE1
ATCC8482_final|contig00003|3_9	7342	8040	GT26
ATCC8482_final|contig00003|3_183	191404	192213	GT2_Glycos_transf_2
ATCC8482_final|contig00003|3_185	193569	194693	GT4
ATCC8482_final|contig00003|3_186	194690	195808	GT4
ATCC8482_final|contig00003|3_207	215044	216450	GH28
ATCC8482_final|contig00003|3_209	217129	218355	GH88
ATCC8482_final|contig00003|3_228	238014	239318	GH28
ATCC8482_final|contig00003|3_229	239360	242272	GH2
ATCC8482_final|contig00003|3_230	242525	244309	GH28
ATCC8482_final|contig00003|3_244	264527	265648	GH105
ATCC8482_final|contig00003|3_246	266936	269506	GH2
ATCC8482_final|contig00003|3_248	270035	272029	GH78
ATCC8482_final|contig00003|3_251	276805	277809	GH43
ATCC8482_final|contig00003|3_251	276805	277809	GH43_22
ATCC8482_final|contig00003|3_251	276805	277809	GH43_34
ATCC8482_final|contig00003|3_251	276805	277809	GH43_19
ATCC8482_final|contig00003|3_251	276805	277809	GH43_23
ATCC8482_final|contig00003|3_262	296194	298182	GH33
ATCC8482_final|contig00003|3_264	301335	302855	CE8
ATCC8482_final|contig00003|3_269	309634	312663	GH2
ATCC8482_final|contig00003|3_270	312666	316034	GH2
ATCC8482_final|contig00003|3_271	316048	318432	GH31
ATCC8482_final|contig00003|3_271	316048	318432	GH31_1
ATCC8482_final|contig00003|3_271	316048	318432	GH31_4
ATCC8482_final|contig00003|3_271	316048	318432	GH31_10
ATCC8482_final|contig00003|3_271	316048	318432	GH31_12
ATCC8482_final|contig00003|3_271	316048	318432	GH31_13
ATCC8482_final|contig00003|3_271	316048	318432	GH31_19
ATCC8482_final|contig00003|3_271	316048	318432	GH31_2
ATCC8482_final|contig00003|3_271	316048	318432	GH31_5
ATCC8482_final|contig00003|3_271	316048	318432	GH31_8
ATCC8482_final|contig00003|3_275	322858	324018	CE19
ATCC8482_final|contig00003|3_330	417948	419186	GH105
ATCC8482_final|contig00003|3_438	538879	540543	GH43
ATCC8482_final|contig00003|3_438	538879	540543	GH43_11
ATCC8482_final|contig00003|3_438	538879	540543	GH43_12
ATCC8482_final|contig00003|3_438	538879	540543	GH43_14
ATCC8482_final|contig00003|3_438	538879	540543	GH43_26
ATCC8482_final|contig00003|3_438	538879	540543	GH43_29
ATCC8482_final|contig00003|3_438	538879	540543	GH43_30
ATCC8482_final|contig00003|3_438	538879	540543	GH43_34
ATCC8482_final|contig00003|3_438	538879	540543	GH43_5
ATCC8482_final|contig00003|3_438	538879	540543	CBM91
ATCC8482_final|contig00003|3_438	538879	540543	GH43_13
ATCC8482_final|contig00003|3_438	538879	540543	GH43_16
ATCC8482_final|contig00003|3_438	538879	540543	GH43_1
ATCC8482_final|contig00003|3_438	538879	540543	GH43_2
ATCC8482_final|contig00003|3_438	538879	540543	GH43_31
ATCC8482_final|contig00003|3_438	538879	540543	GH43_32
ATCC8482_final|contig00003|3_438	538879	540543	GH43_37
ATCC8482_final|contig00003|3_438	538879	540543	GH43_3
ATCC8482_final|contig00003|3_438	538879	540543	GH43_8
ATCC8482_final|contig00003|3_438	538879	540543	GH43_9
ATCC8482_final|contig00003|3_461	573409	574263	GT41
ATCC8482_final|contig00003|3_474	591930	592556	CE12
ATCC8482_final|contig00003|3_489	614350	615912	GH109
ATCC8482_final|contig00003|3_489	614350	615912	GH177
ATCC8482_final|contig00003|3_602	751617	753317	CE12
ATCC8482_final|contig00003|3_604	755570	757906	GH2
ATCC8482_final|contig00003|3_605	757927	759342	GH28
ATCC8482_final|contig00003|3_610	770599	772476	GH28
ATCC8482_final|contig00003|3_610	770599	772476	GH43
ATCC8482_final|contig00003|3_610	770599	772476	GH43_10
ATCC8482_final|contig00003|3_610	770599	772476	GH43_11
ATCC8482_final|contig00003|3_610	770599	772476	GH43_12
ATCC8482_final|contig00003|3_610	770599	772476	GH43_14
ATCC8482_final|contig00003|3_610	770599	772476	GH43_34
ATCC8482_final|contig00003|3_610	770599	772476	GH43_13
ATCC8482_final|contig00003|3_610	770599	772476	GH43_15
ATCC8482_final|contig00003|3_610	770599	772476	GH43_19
ATCC8482_final|contig00003|3_610	770599	772476	GH43_31
ATCC8482_final|contig00003|3_610	770599	772476	GH43_32
ATCC8482_final|contig00003|3_610	770599	772476	GH43_3
ATCC8482_final|contig00003|3_610	770599	772476	GH43_8
ATCC8482_final|contig00003|3_610	770599	772476	GH43_9
ATCC8482_final|contig00003|3_611	772507	773538	GH43
ATCC8482_final|contig00003|3_611	772507	773538	GH43_10
ATCC8482_final|contig00003|3_611	772507	773538	GH43_11
ATCC8482_final|contig00003|3_611	772507	773538	GH43_12
ATCC8482_final|contig00003|3_611	772507	773538	GH43_14
ATCC8482_final|contig00003|3_611	772507	773538	GH43_13
ATCC8482_final|contig00003|3_611	772507	773538	GH43_3
ATCC8482_final|contig00003|3_611	772507	773538	GH43_8
ATCC8482_final|contig00003|3_612	773615	775141	GH30_10
ATCC8482_final|contig00003|3_612	773615	775141	GH30_7
ATCC8482_final|contig00003|3_613	775147	777540	GH2
ATCC8482_final|contig00003|3_614	777546	779888	GH115
ATCC8482_final|contig00003|3_668	846448	848262	GH2
ATCC8482_final|contig00003|3_673	858540	861173	GH43
ATCC8482_final|contig00003|3_673	858540	861173	GH43_11
ATCC8482_final|contig00003|3_673	858540	861173	GH43_26
ATCC8482_final|contig00003|3_673	858540	861173	GH43_29
ATCC8482_final|contig00003|3_673	858540	861173	GH43_34
ATCC8482_final|contig00003|3_673	858540	861173	GH43_17
ATCC8482_final|contig00003|3_673	858540	861173	GH43_28
ATCC8482_final|contig00003|3_673	858540	861173	GH43_2
ATCC8482_final|contig00003|3_673	858540	861173	GH43_32
ATCC8482_final|contig00003|3_673	858540	861173	GH43_33
ATCC8482_final|contig00003|3_673	858540	861173	GH43_3
ATCC8482_final|contig00003|3_673	858540	861173	GH43_8
ATCC8482_final|contig00003|3_674	861182	862150	GH43
ATCC8482_final|contig00003|3_674	861182	862150	GH43_10
ATCC8482_final|contig00003|3_674	861182	862150	GH43_11
ATCC8482_final|contig00003|3_674	861182	862150	GH43_12
ATCC8482_final|contig00003|3_674	861182	862150	GH43_14
ATCC8482_final|contig00003|3_674	861182	862150	GH43_22
ATCC8482_final|contig00003|3_674	861182	862150	GH43_24
ATCC8482_final|contig00003|3_674	861182	862150	GH43_29
ATCC8482_final|contig00003|3_674	861182	862150	GH43_34
ATCC8482_final|contig00003|3_674	861182	862150	GH43_5
ATCC8482_final|contig00003|3_674	861182	862150	GH43_6
ATCC8482_final|contig00003|3_674	861182	862150	GH43_13
ATCC8482_final|contig00003|3_674	861182	862150	GH43_16
ATCC8482_final|contig00003|3_674	861182	862150	GH43_18
ATCC8482_final|contig00003|3_674	861182	862150	GH43_1
ATCC8482_final|contig00003|3_674	861182	862150	GH43_2
ATCC8482_final|contig00003|3_674	861182	862150	GH43_35
ATCC8482_final|contig00003|3_674	861182	862150	GH43_3
ATCC8482_final|contig00003|3_674	861182	862150	GH43_4
ATCC8482_final|contig00003|3_674	861182	862150	GH43_9
ATCC8482_final|contig00003|3_675	862147	863148	GH43
ATCC8482_final|contig00003|3_675	862147	863148	GH43_10
ATCC8482_final|contig00003|3_675	862147	863148	GH43_11
ATCC8482_final|contig00003|3_675	862147	863148	GH43_12
ATCC8482_final|contig00003|3_675	862147	863148	GH43_14
ATCC8482_final|contig00003|3_675	862147	863148	GH43_22
ATCC8482_final|contig00003|3_675	862147	863148	GH43_26
ATCC8482_final|contig00003|3_675	862147	863148	GH43_29
ATCC8482_final|contig00003|3_675	862147	863148	GH43_30
ATCC8482_final|contig00003|3_675	862147	863148	GH43_34
ATCC8482_final|contig00003|3_675	862147	863148	GH43_13
ATCC8482_final|contig00003|3_675	862147	863148	GH43_15
ATCC8482_final|contig00003|3_675	862147	863148	GH43_16
ATCC8482_final|contig00003|3_675	862147	863148	GH43_17
ATCC8482_final|contig00003|3_675	862147	863148	GH43_19
ATCC8482_final|contig00003|3_675	862147	863148	GH43_28
ATCC8482_final|contig00003|3_675	862147	863148	GH43_2
ATCC8482_final|contig00003|3_675	862147	863148	GH43_31
ATCC8482_final|contig00003|3_675	862147	863148	GH43_32
ATCC8482_final|contig00003|3_675	862147	863148	GH43_33
ATCC8482_final|contig00003|3_675	862147	863148	GH43_36
ATCC8482_final|contig00003|3_675	862147	863148	GH43_37
ATCC8482_final|contig00003|3_675	862147	863148	GH43_4
ATCC8482_final|contig00003|3_675	862147	863148	GH43_8
ATCC8482_final|contig00003|3_675	862147	863148	GH43_9
ATCC8482_final|contig00003|3_702	891114	892454	CE9
ATCC8482_final|contig00003|3_703	892451	893200	GT2_Glycos_transf_2
ATCC8482_final|contig00003|3_752	953737	954726	GH109
ATCC8482_final|contig00003|3_752	953737	954726	GH177
ATCC8482_final|contig00003|3_804	1009144	1010523	GH23
ATCC8482_final|contig00003|3_845	1049877	1050815	GT2_Glycos_transf_2
ATCC8482_final|contig00003|3_849	1054540	1055766	GT4
ATCC8482_final|contig00003|3_1054	1281527	1283998	GT2_Glycos_transf_2
ATCC8482_final|contig00003|3_1090	1315536	1316489	GT2_Glycos_transf_2
ATCC8482_final|contig00003|3_1101	1333736	1335841	GH127
ATCC8482_final|contig00003|3_1101	1333736	1335841	GH146
ATCC8482_final|contig00003|3_1103	1337704	1339848	GH78
ATCC8482_final|contig00003|3_1108	1343766	1344584	GT2_Glycos_transf_2
ATCC8482_final|contig00003|3_1109	1344613	1345518	GT2_Glycos_transf_2
ATCC8482_final|contig00003|3_1112	1347060	1348157	GT4
ATCC8482_final|contig00003|3_1117	1352365	1353354	GT4
ATCC8482_final|contig00003|3_1120	1355924	1357051	GT4
ATCC8482_final|contig00003|3_1146	1383768	1388048	GH2
ATCC8482_final|contig00003|3_1153	1399532	1402702	GH2
ATCC8482_final|contig00003|3_1154	1402793	1405633	GH2
ATCC8482_final|contig00003|3_1155	1405781	1409011	GH106
ATCC8482_final|contig00003|3_1157	1410466	1412697	GH95
ATCC8482_final|contig00003|3_1234	1516164	1517429	GT4
ATCC8482_final|contig00003|3_1371	1651536	1654160	GH2
ATCC8482_final|contig00003|3_1392	1693645	1695891	GH31
ATCC8482_final|contig00003|3_1392	1693645	1695891	GH31_4
ATCC8482_final|contig00003|3_1392	1693645	1695891	GH31_10
ATCC8482_final|contig00003|3_1392	1693645	1695891	GH31_5
ATCC8482_final|contig00003|3_1412	1719877	1720842	GT2_Glycos_transf_2
ATCC8482_final|contig00003|3_1412	1719877	1720842	GT2_Glyco_tranf_2_3
ATCC8482_final|contig00003|3_1497	1811092	1813086	GH13_2
ATCC8482_final|contig00003|3_1497	1811092	1813086	GH13_36
ATCC8482_final|contig00003|3_1497	1811092	1813086	GH13_49
ATCC8482_final|contig00003|3_1497	1811092	1813086	GH13_48
ATCC8482_final|contig00003|3_1710	2045604	2047910	GH20
ATCC8482_final|contig00003|3_1785	2129323	2131350	GH13
ATCC8482_final|contig00003|3_1785	2129323	2131350	GH13_14
ATCC8482_final|contig00003|3_1785	2129323	2131350	GH13_12
ATCC8482_final|contig00003|3_1785	2129323	2131350	GH13_36
ATCC8482_final|contig00003|3_1785	2129323	2131350	GH13_37
ATCC8482_final|contig00003|3_1785	2129323	2131350	GH13_41
ATCC8482_final|contig00003|3_1785	2129323	2131350	GH13_48
ATCC8482_final|contig00003|3_1909	2261550	2262263	GT26
ATCC8482_final|contig00003|3_1910	2262272	2263366	GT4
ATCC8482_final|contig00003|3_1913	2266391	2267425	GT2_Glycos_transf_2
ATCC8482_final|contig00003|3_1917	2270379	2271269	GT2_Glycos_transf_2
ATCC8482_final|contig00003|3_2021	2386396	2388960	GT5
ATCC8482_final|contig00003|3_2022	2388989	2390659	GT5
ATCC8482_final|contig00003|3_2302	2708349	2710220	CE20
ATCC8482_final|contig00003|3_2308	2718646	2720685	GH2
ATCC8482_final|contig00003|3_2386	2806991	2808112	GT4
ATCC8482_final|contig00003|3_2388	2809284	2810447	GT4
ATCC8482_final|contig00003|3_2388	2809284	2810447	GT5
ATCC8482_final|contig00003|3_2389	2810538	2811341	GT2_Glycos_transf_2
ATCC8482_final|contig00003|3_2391	2812553	2813800	GT4
ATCC8482_final|contig00003|3_2422	2851714	2852619	GT2_Glycos_transf_2
ATCC8482_final|contig00003|3_2423	2852616	2853740	GT2_Glyco_tranf_2_3
ATCC8482_final|contig00003|3_2424	2853748	2854908	GT2_Glycos_transf_2
ATCC8482_final|contig00003|3_2424	2853748	2854908	GT2_Glyco_tranf_2_3
ATCC8482_final|contig00003|3_2424	2853748	2854908	GT2_Glyco_trans_2_3
ATCC8482_final|contig00003|3_2427	2856337	2857284	GT2_Glycos_transf_2
ATCC8482_final|contig00003|3_2428	2857302	2858117	GT2_Glycos_transf_2
ATCC8482_final|contig00003|3_2432	2861206	2862387	GT4
ATCC8482_final|contig00003|3_2433	2863000	2863950	GT2_Glycos_transf_2
ATCC8482_final|contig00003|3_2434	2863971	2864996	GT2_Glycos_transf_2
ATCC8482_final|contig00003|3_2435	2865225	2866370	GT4
ATCC8482_final|contig00003|3_2438	2868609	2869808	GT4
ATCC8482_final|contig00003|3_2438	2868609	2869808	GT5
ATCC8482_final|contig00003|3_2440	2870571	2871413	GT2_Glycos_transf_2
ATCC8482_final|contig00003|3_2441	2871420	2872538	GT4
ATCC8482_final|contig00003|3_2442	2872535	2873740	GT2_Glycos_transf_2
ATCC8482_final|contig00003|3_2442	2872535	2873740	GT2_Glyco_tranf_2_3
